"","competition_id","competition_name","competition_gender","competition_country","competition_season","competition_round","match_id","date","city","arena_id","arena_name","neutral_arena","attendance","home_id","home_name","away_id","away_name","winner_id","winner_name","result_home","result_away","result_home_first_half","result_away_first_half","result_home_second_half","result_away_second_half","result_home_ot1_first_half","result_away_ot1_first_half","result_home_ot1_second_half","result_away_ot1_second_half","result_home_ot2_first_half","result_away_ot2_first_half","result_home_ot2_second_half","result_away_ot2_second_half","result_home_penalty","result_away_penalty"
"2940",1,"HBL","male","Germany","2012/13","33","2730878",2013-05-28,NA,"","","",0,38,"TV 1893 Neuhausen",3,"Rhein-Neckar Löwen","3","Rhein-Neckar Löwen",21,32,13,8,8,24,0,0,NA,NA,"","","","",0,0
"2941",1,"HBL","male","Germany","2012/13","33","2730876",2013-06-02,NA,"","","",0,10,"GWD Minden",4,"SC Magdeburg","draw","draw",26,26,13,13,13,13,0,0,NA,NA,"","","","",0,0
"2942",1,"HBL","male","Germany","2012/13","33","2730874",2013-05-31,NA,"","","",0,25,"TuSEM Essen",12,"TSV Hannover-Burgdorf","12","TSV Hannover-Burgdorf",32,33,19,13,13,20,0,0,NA,NA,"","","","",0,0
"2943",1,"HBL","male","Germany","2012/13","33","2730872",2013-06-01,NA,"","","",0,8,"HBW Balingen-Weilstetten",15,"MT Melsungen","15","MT Melsungen",29,34,11,18,18,16,0,0,NA,NA,"","","","",0,0
"2944",1,"HBL","male","Germany","2012/13","33","2730870",2013-06-01,NA,"","","",0,31,"TuS N-Lübbecke",19,"TV Großwallstadt","19","TV Großwallstadt",28,33,15,13,13,20,0,0,NA,NA,"","","","",0,0
"2945",1,"HBL","male","Germany","2012/13","33","2730868",2013-06-02,NA,"","","",0,11,"FRISCH AUF! Göppingen",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",27,32,13,14,14,18,0,0,NA,NA,"","","","",0,0
"2946",1,"HBL","male","Germany","2012/13","33","2730866",2013-06-02,NA,"","","",0,2,"Füchse Berlin",7,"VfL Gummersbach","2","Füchse Berlin",29,28,15,14,14,14,0,0,NA,NA,"","","","",0,0
"2947",1,"HBL","male","Germany","2012/13","33","2730864",2013-06-05,NA,"","","",0,18,"THW Kiel",1,"HSG Wetzlar","18","THW Kiel",37,31,18,19,19,12,0,0,NA,NA,"","","","",0,0
"2948",1,"HBL","male","Germany","2012/13","33","2730862",2013-06-05,NA,"","","",0,127,"HSV Hamburg",9,"TBV Lemgo","127","HSV Hamburg",34,31,18,16,16,15,0,0,NA,NA,"","","","",0,0
"2949",1,"HBL","male","Germany","2012/13","32","2730860",2013-05-26,NA,"","","",0,12,"TSV Hannover-Burgdorf",11,"FRISCH AUF! Göppingen","12","TSV Hannover-Burgdorf",31,28,20,11,11,17,0,0,NA,NA,"","","","",0,0
"2950",1,"HBL","male","Germany","2012/13","32","2730858",2013-05-26,NA,"","","",0,15,"MT Melsungen",18,"THW Kiel","18","THW Kiel",29,33,15,14,14,19,0,0,NA,NA,"","","","",0,0
"2951",1,"HBL","male","Germany","2012/13","32","2730856",2013-05-25,NA,"","","",0,1,"HSG Wetzlar",31,"TuS N-Lübbecke","1","HSG Wetzlar",31,28,17,14,14,14,0,0,NA,NA,"","","","",0,0
"2952",1,"HBL","male","Germany","2012/13","32","2730854",2013-05-24,NA,"","","",0,19,"TV Großwallstadt",8,"HBW Balingen-Weilstetten","19","TV Großwallstadt",28,23,16,12,12,11,0,0,NA,NA,"","","","",0,0
"2953",1,"HBL","male","Germany","2012/13","32","2730852",2013-05-24,NA,"","","",0,9,"TBV Lemgo",38,"TV 1893 Neuhausen","9","TBV Lemgo",31,25,14,17,17,8,0,0,NA,NA,"","","","",0,0
"2954",1,"HBL","male","Germany","2012/13","32","2730850",2013-05-26,NA,"","","",0,4,"SC Magdeburg",7,"VfL Gummersbach","4","SC Magdeburg",41,31,17,24,24,7,0,0,NA,NA,"","","","",0,0
"2955",1,"HBL","male","Germany","2012/13","32","2730848",2013-05-08,NA,"","","",0,3,"Rhein-Neckar Löwen",25,"TuSEM Essen","3","Rhein-Neckar Löwen",29,21,15,14,14,7,0,0,NA,NA,"","","","",0,0
"2956",1,"HBL","male","Germany","2012/13","32","2730846",2013-05-25,NA,"","","",0,5,"SG Flensburg-Handewitt",10,"GWD Minden","5","SG Flensburg-Handewitt",30,19,18,12,12,7,0,0,NA,NA,"","","","",0,0
"2957",1,"HBL","male","Germany","2012/13","32","2730844",2013-05-21,NA,"","","",0,127,"HSV Hamburg",2,"Füchse Berlin","127","HSV Hamburg",28,25,15,13,13,12,0,0,NA,NA,"","","","",0,0
"2958",1,"HBL","male","Germany","2012/13","31","2730842",2013-05-17,NA,"","","",0,38,"TV 1893 Neuhausen",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",26,37,18,8,8,29,0,0,NA,NA,"","","","",0,0
"2959",1,"HBL","male","Germany","2012/13","31","2730840",2013-05-17,NA,"","","",0,10,"GWD Minden",12,"TSV Hannover-Burgdorf","12","TSV Hannover-Burgdorf",27,30,16,11,11,19,0,0,NA,NA,"","","","",0,0
"2960",1,"HBL","male","Germany","2012/13","31","2730838",2013-05-17,NA,"","","",0,25,"TuSEM Essen",1,"HSG Wetzlar","1","HSG Wetzlar",26,36,14,12,12,24,0,0,NA,NA,"","","","",0,0
"2961",1,"HBL","male","Germany","2012/13","31","2730836",2013-05-18,NA,"","","",0,8,"HBW Balingen-Weilstetten",127,"HSV Hamburg","127","HSV Hamburg",31,35,16,15,15,20,0,0,NA,NA,"","","","",0,0
"2962",1,"HBL","male","Germany","2012/13","31","2730834",2013-05-18,NA,"","","",0,7,"VfL Gummersbach",9,"TBV Lemgo","draw","draw",25,25,11,14,14,11,0,0,NA,NA,"","","","",0,0
"2963",1,"HBL","male","Germany","2012/13","31","2730832",2013-05-18,NA,"","","",0,31,"TuS N-Lübbecke",15,"MT Melsungen","31","TuS N-Lübbecke",28,24,13,15,15,9,0,0,NA,NA,"","","","",0,0
"2964",1,"HBL","male","Germany","2012/13","31","2730830",2013-05-28,NA,"","","",0,11,"FRISCH AUF! Göppingen",19,"TV Großwallstadt","11","FRISCH AUF! Göppingen",38,20,17,21,21,-1,0,0,NA,NA,"","","","",0,0
"2965",1,"HBL","male","Germany","2012/13","31","2730828",2013-05-14,NA,"","","",0,2,"Füchse Berlin",4,"SC Magdeburg","2","Füchse Berlin",29,26,16,13,13,13,0,0,NA,NA,"","","","",0,0
"2966",1,"HBL","male","Germany","2012/13","31","2730826",2013-05-14,NA,"","","",0,18,"THW Kiel",3,"Rhein-Neckar Löwen","18","THW Kiel",31,25,15,16,16,9,0,0,NA,NA,"","","","",0,0
"2967",1,"HBL","male","Germany","2012/13","30","2730824",2013-05-10,NA,"","","",0,8,"HBW Balingen-Weilstetten",31,"TuS N-Lübbecke","8","HBW Balingen-Weilstetten",33,24,12,21,21,3,0,0,NA,NA,"","","","",0,0
"2968",1,"HBL","male","Germany","2012/13","30","2730822",2013-05-11,NA,"","","",0,12,"TSV Hannover-Burgdorf",4,"SC Magdeburg","12","TSV Hannover-Burgdorf",30,28,14,16,16,12,0,0,NA,NA,"","","","",0,0
"2969",1,"HBL","male","Germany","2012/13","30","2730820",2013-05-11,NA,"","","",0,15,"MT Melsungen",25,"TuSEM Essen","15","MT Melsungen",27,25,14,13,13,12,0,0,NA,NA,"","","","",0,0
"2970",1,"HBL","male","Germany","2012/13","30","2730818",2013-05-07,NA,"","","",0,1,"HSG Wetzlar",2,"Füchse Berlin","2","Füchse Berlin",25,27,13,12,12,15,0,0,NA,NA,"","","","",0,0
"2971",1,"HBL","male","Germany","2012/13","30","2730816",2013-05-08,NA,"","","",0,19,"TV Großwallstadt",38,"TV 1893 Neuhausen","38","TV 1893 Neuhausen",26,28,14,12,12,16,0,0,NA,NA,"","","","",0,0
"2972",1,"HBL","male","Germany","2012/13","30","2730814",2013-05-12,NA,"","","",0,9,"TBV Lemgo",18,"THW Kiel","18","THW Kiel",28,31,17,11,11,20,0,0,NA,NA,"","","","",0,0
"2973",1,"HBL","male","Germany","2012/13","30","2730812",2013-05-11,NA,"","","",0,3,"Rhein-Neckar Löwen",10,"GWD Minden","3","Rhein-Neckar Löwen",32,22,17,15,15,7,0,0,NA,NA,"","","","",0,0
"2974",1,"HBL","male","Germany","2012/13","30","2730810",2013-05-11,NA,"","","",0,5,"SG Flensburg-Handewitt",7,"VfL Gummersbach","5","SG Flensburg-Handewitt",25,20,13,12,12,8,0,0,NA,NA,"","","","",0,0
"2975",1,"HBL","male","Germany","2012/13","30","2730808",2013-05-11,NA,"","","",0,127,"HSV Hamburg",11,"FRISCH AUF! Göppingen","127","HSV Hamburg",30,29,16,14,14,15,0,0,NA,NA,"","","","",0,0
"2976",1,"HBL","male","Germany","2012/13","29","2730806",2013-04-27,NA,"","","",0,38,"TV 1893 Neuhausen",1,"HSG Wetzlar","1","HSG Wetzlar",23,31,10,13,13,18,0,0,NA,NA,"","","","",0,0
"2977",1,"HBL","male","Germany","2012/13","29","2730804",2013-05-01,NA,"","","",0,10,"GWD Minden",9,"TBV Lemgo","draw","draw",21,21,10,11,11,10,0,0,NA,NA,"","","","",0,0
"2978",1,"HBL","male","Germany","2012/13","29","2730802",2013-04-26,NA,"","","",0,25,"TuSEM Essen",19,"TV Großwallstadt","19","TV Großwallstadt",22,27,11,11,11,16,0,0,NA,NA,"","","","",0,0
"2979",1,"HBL","male","Germany","2012/13","29","2730800",2013-04-28,NA,"","","",0,7,"VfL Gummersbach",12,"TSV Hannover-Burgdorf","12","TSV Hannover-Burgdorf",29,30,14,15,15,15,0,0,NA,NA,"","","","",0,0
"2980",1,"HBL","male","Germany","2012/13","29","2730796",2013-05-01,NA,"","","",0,4,"SC Magdeburg",5,"SG Flensburg-Handewitt","4","SC Magdeburg",34,32,18,16,16,16,0,0,NA,NA,"","","","",0,0
"2981",1,"HBL","male","Germany","2012/13","29","2730794",2013-05-01,NA,"","","",0,11,"FRISCH AUF! Göppingen",15,"MT Melsungen","15","MT Melsungen",20,27,8,12,12,15,0,0,NA,NA,"","","","",0,0
"2982",1,"HBL","male","Germany","2012/13","29","2730792",2013-04-30,NA,"","","",0,2,"Füchse Berlin",3,"Rhein-Neckar Löwen","2","Füchse Berlin",32,26,16,16,16,10,0,0,NA,NA,"","","","",0,0
"2983",1,"HBL","male","Germany","2012/13","29","2730790",2013-05-01,NA,"","","",0,18,"THW Kiel",8,"HBW Balingen-Weilstetten","18","THW Kiel",33,25,17,16,16,9,0,0,NA,NA,"","","","",0,0
"2984",1,"HBL","male","Germany","2012/13","29","2730488",2013-04-30,NA,"","","",0,127,"HSV Hamburg",31,"TuS N-Lübbecke","31","TuS N-Lübbecke",26,31,15,11,11,20,0,0,NA,NA,"","","","",0,0
"2985",1,"HBL","male","Germany","2012/13","28","2730788",2013-04-20,NA,"","","",0,8,"HBW Balingen-Weilstetten",38,"TV 1893 Neuhausen","8","HBW Balingen-Weilstetten",32,26,14,18,18,8,0,0,NA,NA,"","","","",0,0
"2986",1,"HBL","male","Germany","2012/13","28","2730784",2013-04-12,NA,"","","",0,1,"HSG Wetzlar",11,"FRISCH AUF! Göppingen","1","HSG Wetzlar",30,27,13,17,17,10,0,0,NA,NA,"","","","",0,0
"2987",1,"HBL","male","Germany","2012/13","28","2730782",2013-04-17,NA,"","","",0,19,"TV Großwallstadt",4,"SC Magdeburg","draw","draw",25,25,10,15,15,10,0,0,NA,NA,"","","","",0,0
"2988",1,"HBL","male","Germany","2012/13","28","2730780",2013-04-17,NA,"","","",0,9,"TBV Lemgo",2,"Füchse Berlin","2","Füchse Berlin",21,27,10,11,11,16,0,0,NA,NA,"","","","",0,0
"2989",1,"HBL","male","Germany","2012/13","28","2730778",2013-04-17,NA,"","","",0,31,"TuS N-Lübbecke",18,"THW Kiel","18","THW Kiel",29,33,15,14,14,19,0,0,NA,NA,"","","","",0,0
"2990",1,"HBL","male","Germany","2012/13","28","2730776",2013-04-17,NA,"","","",0,3,"Rhein-Neckar Löwen",7,"VfL Gummersbach","3","Rhein-Neckar Löwen",27,22,14,13,13,9,0,0,NA,NA,"","","","",0,0
"2991",1,"HBL","male","Germany","2012/13","28","2730774",2013-04-17,NA,"","","",0,5,"SG Flensburg-Handewitt",12,"TSV Hannover-Burgdorf","5","SG Flensburg-Handewitt",32,26,16,16,16,10,0,0,NA,NA,"","","","",0,0
"2992",1,"HBL","male","Germany","2012/13","28","2730772",2013-04-17,NA,"","","",0,127,"HSV Hamburg",25,"TuSEM Essen","127","HSV Hamburg",41,34,21,20,20,14,0,0,NA,NA,"","","","",0,0
"2993",1,"HBL","male","Germany","2012/13","28","2730484",2013-04-20,NA,"","","",0,10,"GWD Minden",15,"MT Melsungen","10","GWD Minden",26,24,14,12,12,12,0,0,NA,NA,"","","","",0,0
"2994",1,"HBL","male","Germany","2012/13","27","2730770",2013-03-31,NA,"","","",0,38,"TV 1893 Neuhausen",15,"MT Melsungen","15","MT Melsungen",26,29,14,12,12,17,0,0,NA,NA,"","","","",0,0
"2995",1,"HBL","male","Germany","2012/13","27","2730768",2013-03-31,NA,"","","",0,10,"GWD Minden",19,"TV Großwallstadt","10","GWD Minden",26,24,12,14,14,10,0,0,NA,NA,"","","","",0,0
"2996",1,"HBL","male","Germany","2012/13","27","2730766",2013-03-31,NA,"","","",0,25,"TuSEM Essen",31,"TuS N-Lübbecke","31","TuS N-Lübbecke",30,35,17,13,13,22,0,0,NA,NA,"","","","",0,0
"2997",1,"HBL","male","Germany","2012/13","27","2730764",2013-03-30,NA,"","","",0,12,"TSV Hannover-Burgdorf",9,"TBV Lemgo","draw","draw",28,28,13,15,15,13,0,0,NA,NA,"","","","",0,0
"2998",1,"HBL","male","Germany","2012/13","27","2730762",2013-03-30,NA,"","","",0,7,"VfL Gummersbach",1,"HSG Wetzlar","1","HSG Wetzlar",30,35,13,17,17,18,0,0,NA,NA,"","","","",0,0
"2999",1,"HBL","male","Germany","2012/13","27","2730760",2013-03-31,NA,"","","",0,4,"SC Magdeburg",3,"Rhein-Neckar Löwen","draw","draw",20,20,11,9,9,11,0,0,NA,NA,"","","","",0,0
"3000",1,"HBL","male","Germany","2012/13","27","2730758",2013-03-30,NA,"","","",0,11,"FRISCH AUF! Göppingen",8,"HBW Balingen-Weilstetten","11","FRISCH AUF! Göppingen",33,22,17,16,16,6,0,0,NA,NA,"","","","",0,0
"3001",1,"HBL","male","Germany","2012/13","27","2730756",2013-03-31,NA,"","","",0,2,"Füchse Berlin",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",16,27,10,6,6,21,0,0,NA,NA,"","","","",0,0
"3002",1,"HBL","male","Germany","2012/13","27","2730754",2013-03-30,NA,"","","",0,18,"THW Kiel",127,"HSV Hamburg","18","THW Kiel",30,27,13,17,17,10,0,0,NA,NA,"","","","",0,0
"3003",1,"HBL","male","Germany","2012/13","26","2730752",2013-03-27,NA,"","","",0,8,"HBW Balingen-Weilstetten",10,"GWD Minden","draw","draw",33,33,18,15,15,18,0,0,NA,NA,"","","","",0,0
"3004",1,"HBL","male","Germany","2012/13","26","2730750",2013-03-27,NA,"","","",0,15,"MT Melsungen",2,"Füchse Berlin","2","Füchse Berlin",24,30,13,11,11,19,0,0,NA,NA,"","","","",0,0
"3005",1,"HBL","male","Germany","2012/13","26","2730748",2013-03-27,NA,"","","",0,1,"HSG Wetzlar",4,"SC Magdeburg","4","SC Magdeburg",27,28,12,15,15,13,0,0,NA,NA,"","","","",0,0
"3006",1,"HBL","male","Germany","2012/13","26","2730746",2013-03-26,NA,"","","",0,19,"TV Großwallstadt",7,"VfL Gummersbach","draw","draw",22,22,9,13,13,9,0,0,NA,NA,"","","","",0,0
"3007",1,"HBL","male","Germany","2012/13","26","2730744",2013-03-27,NA,"","","",0,9,"TBV Lemgo",5,"SG Flensburg-Handewitt","9","TBV Lemgo",27,22,14,13,13,9,0,0,NA,NA,"","","","",0,0
"3008",1,"HBL","male","Germany","2012/13","26","2730742",2013-03-27,NA,"","","",0,31,"TuS N-Lübbecke",11,"FRISCH AUF! Göppingen","11","FRISCH AUF! Göppingen",24,34,12,12,12,22,0,0,NA,NA,"","","","",0,0
"3009",1,"HBL","male","Germany","2012/13","26","2730740",2013-03-27,NA,"","","",0,3,"Rhein-Neckar Löwen",12,"TSV Hannover-Burgdorf","3","Rhein-Neckar Löwen",39,28,19,20,20,8,0,0,NA,NA,"","","","",0,0
"3010",1,"HBL","male","Germany","2012/13","26","2730738",2013-03-27,NA,"","","",0,18,"THW Kiel",25,"TuSEM Essen","18","THW Kiel",33,23,16,17,17,6,0,0,NA,NA,"","","","",0,0
"3011",1,"HBL","male","Germany","2012/13","26","2730736",2013-03-27,NA,"","","",0,127,"HSV Hamburg",38,"TV 1893 Neuhausen","127","HSV Hamburg",30,27,15,15,15,12,0,0,NA,NA,"","","","",0,0
"3012",1,"HBL","male","Germany","2012/13","25","2730734",2013-03-24,NA,"","","",0,38,"TV 1893 Neuhausen",31,"TuS N-Lübbecke","31","TuS N-Lübbecke",27,28,11,16,16,12,0,0,NA,NA,"","","","",0,0
"3013",1,"HBL","male","Germany","2012/13","25","2730730",2013-03-22,NA,"","","",0,25,"TuSEM Essen",8,"HBW Balingen-Weilstetten","25","TuSEM Essen",30,28,18,12,12,16,0,0,NA,NA,"","","","",0,0
"3014",1,"HBL","male","Germany","2012/13","25","2730728",2013-03-24,NA,"","","",0,12,"TSV Hannover-Burgdorf",1,"HSG Wetzlar","draw","draw",29,29,12,17,17,12,0,0,NA,NA,"","","","",0,0
"3015",1,"HBL","male","Germany","2012/13","25","2730726",2013-03-23,NA,"","","",0,7,"VfL Gummersbach",15,"MT Melsungen","7","VfL Gummersbach",26,25,13,13,13,12,0,0,NA,NA,"","","","",0,0
"3016",1,"HBL","male","Germany","2012/13","25","2730724",2013-03-20,NA,"","","",0,4,"SC Magdeburg",9,"TBV Lemgo","4","SC Magdeburg",27,24,18,9,9,15,0,0,NA,NA,"","","","",0,0
"3017",1,"HBL","male","Germany","2012/13","25","2730722",2013-03-20,NA,"","","",0,11,"FRISCH AUF! Göppingen",18,"THW Kiel","11","FRISCH AUF! Göppingen",33,29,16,17,17,12,0,0,NA,NA,"","","","",0,0
"3018",1,"HBL","male","Germany","2012/13","25","2730720",2013-03-20,NA,"","","",0,2,"Füchse Berlin",19,"TV Großwallstadt","2","Füchse Berlin",30,21,12,18,18,3,0,0,NA,NA,"","","","",0,0
"3019",1,"HBL","male","Germany","2012/13","25","2730718",2013-03-20,NA,"","","",0,5,"SG Flensburg-Handewitt",3,"Rhein-Neckar Löwen","5","SG Flensburg-Handewitt",30,27,30,0,0,27,0,0,NA,NA,"","","","",0,0
"3020",1,"HBL","male","Germany","2012/13","25","2730416",2013-03-24,NA,"","","",0,127,"HSV Hamburg",10,"GWD Minden","127","HSV Hamburg",33,21,16,17,17,4,0,0,NA,NA,"","","","",0,0
"3021",1,"HBL","male","Germany","2012/13","24","2730716",2013-03-13,NA,"","","",0,25,"TuSEM Essen",11,"FRISCH AUF! Göppingen","11","FRISCH AUF! Göppingen",25,37,13,12,12,25,0,0,NA,NA,"","","","",0,0
"3022",1,"HBL","male","Germany","2012/13","24","2730714",2013-03-13,NA,"","","",0,8,"HBW Balingen-Weilstetten",2,"Füchse Berlin","draw","draw",29,29,16,13,13,16,0,0,NA,NA,"","","","",0,0
"3023",1,"HBL","male","Germany","2012/13","24","2730712",2013-03-13,NA,"","","",0,15,"MT Melsungen",4,"SC Magdeburg","4","SC Magdeburg",26,31,12,14,14,17,0,0,NA,NA,"","","","",0,0
"3024",1,"HBL","male","Germany","2012/13","24","2730708",2013-03-17,NA,"","","",0,19,"TV Großwallstadt",12,"TSV Hannover-Burgdorf","12","TSV Hannover-Burgdorf",26,31,13,13,13,18,0,0,NA,NA,"","","","",0,0
"3025",1,"HBL","male","Germany","2012/13","24","2730706",2013-03-13,NA,"","","",0,9,"TBV Lemgo",3,"Rhein-Neckar Löwen","draw","draw",27,27,13,14,14,13,0,0,NA,NA,"","","","",0,0
"3026",1,"HBL","male","Germany","2012/13","24","2730704",2013-03-16,NA,"","","",0,31,"TuS N-Lübbecke",10,"GWD Minden","31","TuS N-Lübbecke",34,23,19,15,15,8,0,0,NA,NA,"","","","",0,0
"3027",1,"HBL","male","Germany","2012/13","24","2730702",2013-03-16,NA,"","","",0,18,"THW Kiel",38,"TV 1893 Neuhausen","18","THW Kiel",29,21,13,16,16,5,0,0,NA,NA,"","","","",0,0
"3028",1,"HBL","male","Germany","2012/13","24","2730700",2013-03-13,NA,"","","",0,127,"HSV Hamburg",7,"VfL Gummersbach","127","HSV Hamburg",32,21,16,16,16,5,0,0,NA,NA,"","","","",0,0
"3029",1,"HBL","male","Germany","2012/13","24","2730398",2013-03-13,NA,"","","",0,5,"SG Flensburg-Handewitt",1,"HSG Wetzlar","5","SG Flensburg-Handewitt",36,27,21,15,15,12,0,0,NA,NA,"","","","",0,0
"3030",1,"HBL","male","Germany","2012/13","23","2730698",2013-03-02,NA,"","","",0,38,"TV 1893 Neuhausen",25,"TuSEM Essen","25","TuSEM Essen",24,32,13,11,11,21,0,0,NA,NA,"","","","",0,0
"3031",1,"HBL","male","Germany","2012/13","23","2730696",2013-03-03,NA,"","","",0,10,"GWD Minden",11,"FRISCH AUF! Göppingen","11","FRISCH AUF! Göppingen",26,32,13,13,13,19,0,0,NA,NA,"","","","",0,0
"3032",1,"HBL","male","Germany","2012/13","23","2730694",2013-03-02,NA,"","","",0,12,"TSV Hannover-Burgdorf",15,"MT Melsungen","12","TSV Hannover-Burgdorf",29,25,13,16,16,9,0,0,NA,NA,"","","","",0,0
"3033",1,"HBL","male","Germany","2012/13","23","2730692",2013-03-02,NA,"","","",0,7,"VfL Gummersbach",8,"HBW Balingen-Weilstetten","8","HBW Balingen-Weilstetten",26,30,14,12,12,18,0,0,NA,NA,"","","","",0,0
"3034",1,"HBL","male","Germany","2012/13","23","2730690",2013-03-01,NA,"","","",0,9,"TBV Lemgo",1,"HSG Wetzlar","9","TBV Lemgo",30,27,15,15,15,12,0,0,NA,NA,"","","","",0,0
"3035",1,"HBL","male","Germany","2012/13","23","2730688",2013-03-03,NA,"","","",0,4,"SC Magdeburg",18,"THW Kiel","18","THW Kiel",23,32,11,12,12,20,0,0,NA,NA,"","","","",0,0
"3036",1,"HBL","male","Germany","2012/13","23","2730686",2013-03-03,NA,"","","",0,2,"Füchse Berlin",31,"TuS N-Lübbecke","2","Füchse Berlin",35,25,17,18,18,7,0,0,NA,NA,"","","","",0,0
"3037",1,"HBL","male","Germany","2012/13","23","2730684",2013-03-02,NA,"","","",0,3,"Rhein-Neckar Löwen",127,"HSV Hamburg","127","HSV Hamburg",28,34,13,15,15,19,0,0,NA,NA,"","","","",0,0
"3038",1,"HBL","male","Germany","2012/13","23","2730682",2013-03-03,NA,"","","",0,5,"SG Flensburg-Handewitt",19,"TV Großwallstadt","5","SG Flensburg-Handewitt",26,20,10,16,16,4,0,0,NA,NA,"","","","",0,0
"3039",1,"HBL","male","Germany","2012/13","22","2730680",2013-02-22,NA,"","","",0,25,"TuSEM Essen",10,"GWD Minden","25","TuSEM Essen",28,22,11,17,17,5,0,0,NA,NA,"","","","",0,0
"3040",1,"HBL","male","Germany","2012/13","22","2730678",2013-02-27,NA,"","","",0,8,"HBW Balingen-Weilstetten",4,"SC Magdeburg","8","HBW Balingen-Weilstetten",33,27,16,17,17,10,0,0,NA,NA,"","","","",0,0
"3041",1,"HBL","male","Germany","2012/13","22","2730676",2013-02-27,NA,"","","",0,15,"MT Melsungen",5,"SG Flensburg-Handewitt","draw","draw",26,26,16,10,10,16,0,0,NA,NA,"","","","",0,0
"3042",1,"HBL","male","Germany","2012/13","22","2730674",2013-02-20,NA,"","","",0,1,"HSG Wetzlar",3,"Rhein-Neckar Löwen","3","Rhein-Neckar Löwen",23,29,14,9,9,20,0,0,NA,NA,"","","","",0,0
"3043",1,"HBL","male","Germany","2012/13","22","2730672",2013-02-22,NA,"","","",0,19,"TV Großwallstadt",9,"TBV Lemgo","9","TBV Lemgo",21,26,9,12,12,14,0,0,NA,NA,"","","","",0,0
"3044",1,"HBL","male","Germany","2012/13","22","2730670",2013-02-23,NA,"","","",0,31,"TuS N-Lübbecke",7,"VfL Gummersbach","31","TuS N-Lübbecke",29,26,17,12,12,14,0,0,NA,NA,"","","","",0,0
"3045",1,"HBL","male","Germany","2012/13","22","2730668",2013-02-27,NA,"","","",0,11,"FRISCH AUF! Göppingen",38,"TV 1893 Neuhausen","11","FRISCH AUF! Göppingen",32,26,16,16,16,10,0,0,NA,NA,"","","","",0,0
"3046",1,"HBL","male","Germany","2012/13","22","2730666",2013-02-26,NA,"","","",0,18,"THW Kiel",2,"Füchse Berlin","18","THW Kiel",40,33,22,18,18,15,0,0,NA,NA,"","","","",0,0
"3047",1,"HBL","male","Germany","2012/13","22","2730664",2013-02-27,NA,"","","",0,127,"HSV Hamburg",12,"TSV Hannover-Burgdorf","draw","draw",26,26,14,12,12,14,0,0,NA,NA,"","","","",0,0
"3048",1,"HBL","male","Germany","2012/13","21","2730662",2013-02-24,NA,"","","",0,10,"GWD Minden",18,"THW Kiel","18","THW Kiel",32,36,13,19,19,17,0,0,NA,NA,"","","","",0,0
"3049",1,"HBL","male","Germany","2012/13","21","2730660",2013-02-16,NA,"","","",0,12,"TSV Hannover-Burgdorf",38,"TV 1893 Neuhausen","12","TSV Hannover-Burgdorf",33,29,18,15,15,14,0,0,NA,NA,"","","","",0,0
"3050",1,"HBL","male","Germany","2012/13","21","2730658",2013-02-20,NA,"","","",0,7,"VfL Gummersbach",11,"FRISCH AUF! Göppingen","7","VfL Gummersbach",27,26,16,11,11,15,0,0,NA,NA,"","","","",0,0
"3051",1,"HBL","male","Germany","2012/13","21","2730656",2013-02-17,NA,"","","",0,1,"HSG Wetzlar",15,"MT Melsungen","1","HSG Wetzlar",29,26,17,12,12,14,0,0,NA,NA,"","","","",0,0
"3052",1,"HBL","male","Germany","2012/13","21","2730654",2013-02-17,NA,"","","",0,9,"TBV Lemgo",8,"HBW Balingen-Weilstetten","9","TBV Lemgo",27,26,13,14,14,12,0,0,NA,NA,"","","","",0,0
"3053",1,"HBL","male","Germany","2012/13","21","2730652",2013-02-20,NA,"","","",0,4,"SC Magdeburg",31,"TuS N-Lübbecke","draw","draw",29,29,18,11,11,18,0,0,NA,NA,"","","","",0,0
"3054",1,"HBL","male","Germany","2012/13","21","2730650",2013-02-17,NA,"","","",0,2,"Füchse Berlin",25,"TuSEM Essen","2","Füchse Berlin",32,25,19,13,13,12,0,0,NA,NA,"","","","",0,0
"3055",1,"HBL","male","Germany","2012/13","21","2730648",2013-02-27,NA,"","","",0,3,"Rhein-Neckar Löwen",19,"TV Großwallstadt","3","Rhein-Neckar Löwen",26,21,12,14,14,7,0,0,NA,NA,"","","","",0,0
"3056",1,"HBL","male","Germany","2012/13","21","2730646",2013-04-09,NA,"","","",0,5,"SG Flensburg-Handewitt",127,"HSV Hamburg","draw","draw",23,23,10,13,13,10,0,0,NA,NA,"","","","",0,0
"3057",1,"HBL","male","Germany","2012/13","20","2730644",2013-02-10,NA,"","","",0,38,"TV 1893 Neuhausen",10,"GWD Minden","38","TV 1893 Neuhausen",34,28,16,18,18,10,0,0,NA,NA,"","","","",0,0
"3058",1,"HBL","male","Germany","2012/13","20","2730642",2013-02-08,NA,"","","",0,25,"TuSEM Essen",7,"VfL Gummersbach","draw","draw",28,28,17,11,11,17,0,0,NA,NA,"","","","",0,0
